496586299
ATP5G1,5.663080178,10.76754649
NFATC4,2.187770435,0.617871872
KDM3B,11.07404309,6.953200076
DENND1C,0.829323551,0.376570851
CEP72,0.918744061,0.830508082
L3HYPDH,1.813209178,1.192831527
FAM84B,2.342114525,0.342649
SLC30A3,0.245876193,0.405640293
PCBD1,16.56487448,11.80548393
MAP4K3,9.017729265,15.28048885
GNAI2,20.16990884,8.914018952
MMP24,4.791794,5.758582
REEP4,1.342259264,0.742019113
CBL,3.421738615,3.130853
ZEB1,14.61631461,21.09982881
GLS2,1.413867548,5.146173319
SLCO4A1,1.278538078,0.164368229
ANO4,1.861891464,0.544558551
HAND1,2.826482,2.761493
KDM5D,2.628793612,0.105206398
GRID2,1.662316972,0.5351641
CHPT1,6.244620929,4.147220115
NFIL3,8.132928692,6.369687
CDIP1,2.759909288,2.975484947
TLE3,1.838463414,0.49427796
TUBGCP3,4.669203188,3.34799572
ETHE1,5.590986856,2.49033518
HLA-DOA,10.01778764,3.256866252
GRB10,4.938841871,5.817208382
KIAA1731,2.610116784,2.653519784
TSPAN9,4.141212535,6.467706467
KLHL30,0.264954717,0.214251
FAM57B,0.711218705,1.625710246
APBB2,4.148504066,1.820396819
GDI2,52.69103507,40.00037675
CCDC81,0.343010036,0.406826305
RPAIN,2.112215827,3.804061254
PPDPF,7.655903664,19.85868497
ST18,0.211977841,0.132685904
POMK,5.134221134,4.057105539
DEPDC1B,0.727683743,0.326166723
C5orf28,2.132891743,2.006534083
TRIM44,4.154267929,6.923520647
C16orf47,0.631107615,0.603661
ZNF470,1.22563981,0.446865329
ZBTB17,5.089344933,5.631786948
TTC14,5.684219124,3.771587225
ASTN1,5.729075778,5.905337098
TAPBP,14.36309498,6.443804244
SEMA4C,4.949288419,3.22575731
SCCPDH,25.66471354,45.840757
UBTD2,7.696071231,16.847301
ZNF143,4.101350111,3.272033606
DDRGK1,12.903294,12.72588045
CASC1,0.331875044,0.447581072
LUZP1,4.292346045,0.886405985
FAM98A,3.087193345,2.253302267
HSPB11,3.424087185,4.460139995
TMEM184A,0.216779122,0.179270229
ELTD1,8.119557213,3.260441
RNASE6,9.191255846,1.151349
PHLDB2,4.454580396,0.596133085
ELMO3,1.10087068,2.30376173
ZNF501,0.501624358,0.619983776
HNRNPF,6.731443705,4.3368373
GALNT15,1.114691875,0.266594701
SLC2A6,1.930997401,11.23432815
CPNE4,0.349176332,1.086007182
BRINP2,3.49064885,1.055013555
LDHD,4.829942358,0.713910763
